record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
606,KGL_S1058,Kaggle,7.5,46.4,Female,Adequate,append,,,19,2.2,78.4,4793.333333333334,6.0
1274,KGL_S1726,Kaggle,7.5,77.4,Male,Adequate,append,,,19,2.3,85.1,6658.750000000001,1.9
665,KGL_S1117,Kaggle,7.5,80.8,Male,Adequate,append,,,22,4.1,82.3,7099.166666666668,3.0
1272,KGL_S1724,Kaggle,7.5,70.5,Male,Adequate,append,,,17,3.5,84.5,6164.583333333334,1.7
840,KGL_S1292,Kaggle,7.5,74.2,Female,Adequate,append,,,17,3.9,91.0,6660.416666666667,4.1
578,KGL_S1030,Kaggle,7.5,70.6,Female,Adequate,append,,,21,3.7,75.6,6212.916666666667,1.9
567,KGL_S1019,Kaggle,7.5,45.3,Male,Adequate,append,,,19,1.8,71.1,4642.083333333333,4.9
565,KGL_S1017,Kaggle,7.5,70.8,Female,Adequate,append,,,24,3.4,94.7,5419.583333333333,3.9000000000000004
557,KGL_S1009,Kaggle,7.5,100.0,Female,Adequate,append,,,18,4.8,95.4,7926.666666666667,4.4
1135,KGL_S1587,Kaggle,7.5,71.4,Male,Adequate,append,,,19,4.3,78.9,6295.416666666667,3.1
1372,KGL_S1824,Kaggle,7.5,83.9,Other,Adequate,append,,,24,4.9,85.3,6382.5,2.6
1331,KGL_S1783,Kaggle,7.5,77.9,Male,Adequate,append,,,20,3.0,66.0,6785.416666666667,2.3
1007,KGL_S1459,Kaggle,7.5,77.9,Female,Adequate,append,,,19,5.2,93.0,6929.166666666667,7.0
680,KGL_S1132,Kaggle,7.5,74.0,Female,Adequate,append,,,17,3.5,84.8,5995.0,5.800000000000001
728,KGL_S1180,Kaggle,7.5,69.2,Female,Adequate,append,,,21,3.7,100.0,6406.25,5.9
919,KGL_S1371,Kaggle,7.5,36.0,Male,Adequate,append,,,24,0.8,76.5,6537.5,5.199999999999999
1387,KGL_S1839,Kaggle,7.5,63.9,Male,Adequate,append,,,21,2.4,72.0,5081.25,4.5
1000,KGL_S1452,Kaggle,7.5,89.3,Male,Adequate,append,,,22,4.8,71.7,6386.25,3.9
1147,KGL_S1599,Kaggle,7.5,77.3,Male,Adequate,append,,,22,5.5,100.0,7125.0,5.0
1388,KGL_S1840,Kaggle,7.5,80.0,Male,Adequate,append,,,23,2.5,89.5,6643.75,1.1
1348,KGL_S1800,Kaggle,7.5,86.1,Male,Adequate,append,,,17,3.4,90.8,6967.916666666668,2.5
1077,KGL_S1529,Kaggle,7.5,65.7,Female,Adequate,append,,,18,3.1,84.8,5015.833333333333,4.800000000000001
773,KGL_S1225,Kaggle,7.5,74.3,Female,Adequate,append,,,18,3.9,64.3,6878.333333333333,2.8
1543,KGL_S1995,Kaggle,7.5,76.1,Female,Adequate,append,,,21,2.6,77.0,6247.916666666667,2.1
1390,KGL_S1842,Kaggle,7.5,71.4,Female,Adequate,append,,,17,2.3,85.3,7215.833333333333,3.8
651,KGL_S1103,Kaggle,7.5,50.4,Male,Adequate,append,,,20,2.1,88.8,5459.583333333333,4.3
398,CMU_516,CMU,7.517857143333333,88.5,Male,Adequate,append,0.059306508,3.625714286,,,,,
279,CMU_141,CMU,7.530666666666666,63.333324999999995,Female,Adequate,append,0.142999132,3.333332556,,,,,
315,CMU_458,CMU,7.53271605,74.75,Female,Adequate,append,0.278307446,3.215,,,,,
223,CMU_427,CMU,7.542222221666666,100.0,Female,Adequate,append,0.610249433,4.0,,,,,
401,CMU_544,CMU,7.542666666666666,87.5,Male,Adequate,append,0.090050154,3.223703704,,,,,
517,CMU_83536,CMU,7.545,88.891666675,Female,Adequate,append,0.046723147,3.833333333,,,,,
523,CMU_87328,CMU,7.5611111116666665,97.225,Male,Adequate,append,7.211888021,3.9445,,,,,
9,CMU_343,CMU,7.57202381,87.5,Male,Adequate,append,1.476978738,3.79,,,,,
518,CMU_83566,CMU,7.577777778333333,88.8875,Female,Adequate,append,0.039238341,3.555666667,,,,,
271,CMU_111,CMU,7.578431373333333,87.5,Female,Adequate,append,0.54766276,3.2799998,,,,,
213,CMU_376,CMU,7.59047619,74.5,Female,Adequate,append,0.024228014,3.48,,,,,
211,CMU_342,CMU,7.593589743333334,100.0,Female,Adequate,append,0.109858667,4.0,,,,,
1471,KGL_S1923,Kaggle,7.6,53.4,Male,Adequate,append,,,23,0.1,78.7,6613.333333333332,1.2
1104,KGL_S1556,Kaggle,7.6,79.0,Female,Adequate,append,,,24,4.0,81.2,5957.083333333333,8.7
1404,KGL_S1856,Kaggle,7.6,81.5,Female,Adequate,append,,,19,3.1,88.0,6637.5,2.0
751,KGL_S1203,Kaggle,7.6,58.5,Male,Adequate,append,,,17,2.0,78.4,5699.583333333334,4.1
1055,KGL_S1507,Kaggle,7.6,57.3,Female,Adequate,append,,,19,2.7,79.6,4948.333333333333,3.4
1448,KGL_S1900,Kaggle,7.6,82.1,Male,Adequate,append,,,21,4.8,66.0,6077.083333333334,5.5
652,KGL_S1104,Kaggle,7.6,74.3,Male,Adequate,append,,,18,3.8,90.0,6687.5,5.8
1123,KGL_S1575,Kaggle,7.6,48.3,Male,Adequate,append,,,22,1.1,92.3,5411.666666666667,3.5999999999999996
894,KGL_S1346,Kaggle,7.6,73.7,Male,Adequate,append,,,19,4.5,95.3,5465.833333333334,8.2
1010,KGL_S1462,Kaggle,7.6,80.9,Male,Adequate,append,,,22,4.9,66.1,5902.5,2.6
972,KGL_S1424,Kaggle,7.6,73.0,Male,Adequate,append,,,24,4.1,84.5,7372.916666666666,5.699999999999999
888,KGL_S1340,Kaggle,7.6,80.3,Male,Adequate,append,,,19,4.7,70.3,5080.416666666667,6.300000000000001
1362,KGL_S1814,Kaggle,7.6,75.1,Male,Adequate,append,,,20,3.5,84.5,6487.5,5.800000000000001
1512,KGL_S1964,Kaggle,7.6,89.1,Other,Adequate,append,,,23,3.5,84.3,7378.333333333333,4.4
791,KGL_S1243,Kaggle,7.6,87.3,Female,Adequate,append,,,17,4.6,85.2,7182.083333333332,3.9000000000000004
1546,KGL_S1998,Kaggle,7.6,69.7,Male,Adequate,append,,,24,5.4,100.0,5833.333333333333,5.199999999999999
855,KGL_S1307,Kaggle,7.6,75.4,Female,Adequate,append,,,18,4.1,91.5,6433.333333333333,4.4
1286,KGL_S1738,Kaggle,7.6,76.0,Other,Adequate,append,,,21,4.3,71.8,5972.083333333333,4.5
990,KGL_S1442,Kaggle,7.6,65.0,Female,Adequate,append,,,17,2.5,91.1,6444.166666666666,5.8
292,CMU_348,CMU,7.6,83.75,Female,Adequate,append,0.117205456,3.078888889,,,,,
930,KGL_S1382,Kaggle,7.6,96.8,Male,Adequate,append,,,20,6.0,83.1,6806.666666666666,5.0
1214,KGL_S1666,Kaggle,7.6,50.4,Female,Adequate,append,,,22,1.9,82.9,6749.583333333334,4.5
805,KGL_S1257,Kaggle,7.6,71.0,Female,Adequate,append,,,22,3.9,79.1,6529.583333333333,4.9
68,CMU_196,CMU,7.607738095,79.5,Male,Adequate,append,0.10685833,3.79,,,,,
199,CMU_14847,CMU,7.609444444999999,91.670833325,Female,Adequate,append,0.131812657,3.333166667,,,,,
242,CMU_8,CMU,7.612,78.194425,Female,Adequate,append,0.553016975,3.5999996,,,,,
353,CMU_662,CMU,7.622839506666667,61.75000000000001,Male,Adequate,append,0.489205703,1.7,,,,,
251,CMU_31,CMU,7.658024691666666,100.0,Female,Adequate,append,0.083347304,4.0,,,,,
319,CMU_490,CMU,7.660119048333333,85.0,Female,Adequate,append,0.111857186,2.998,,,,,
287,CMU_324,CMU,7.669565216666667,75.0,Female,Adequate,append,0.097755969,2.625,,,,,
106,CMU_288,CMU,7.675308641666667,65.0,Female,Adequate,append,0.170893327,3.57,,,,,
420,CMU_21887,CMU,7.67816092,98.6125,Male,Adequate,append,0.080944586,3.611166667,,,,,
396,CMU_505,CMU,7.68452381,100.0,Male,Adequate,append,0.10698674,4.0,,,,,
1108,KGL_S1560,Kaggle,7.7,79.8,Female,Adequate,append,,,20,4.3,83.7,6936.25,7.699999999999999
914,KGL_S1366,Kaggle,7.7,94.8,Male,Adequate,append,,,22,6.3,93.6,7173.333333333333,4.6
847,KGL_S1299,Kaggle,7.7,93.8,Female,Adequate,append,,,24,4.5,100.0,8062.5,3.6
879,KGL_S1331,Kaggle,7.7,100.0,Male,Adequate,append,,,17,7.3,79.5,6164.583333333333,3.3
880,KGL_S1332,Kaggle,7.7,71.2,Male,Adequate,append,,,20,2.7,71.6,6415.000000000001,4.199999999999999
822,KGL_S1274,Kaggle,7.7,58.6,Female,Adequate,append,,,17,3.2,86.1,5579.583333333333,7.1
722,KGL_S1174,Kaggle,7.7,69.3,Male,Adequate,append,,,24,3.7,80.2,5057.083333333332,6.9
1063,KGL_S1515,Kaggle,7.7,82.5,Female,Adequate,append,,,19,3.0,86.1,6569.166666666666,2.0
631,KGL_S1083,Kaggle,7.7,50.5,Male,Adequate,append,,,24,2.0,89.0,5266.666666666666,3.6
1069,KGL_S1521,Kaggle,7.7,64.2,Male,Adequate,append,,,23,3.5,82.2,5669.583333333333,3.5
1502,KGL_S1954,Kaggle,7.7,66.0,Male,Adequate,append,,,19,4.6,82.7,5088.333333333334,6.6
669,KGL_S1121,Kaggle,7.7,60.5,Male,Adequate,append,,,21,3.3,85.2,5452.916666666667,3.5
895,KGL_S1347,Kaggle,7.7,77.0,Other,Adequate,append,,,20,4.9,91.0,5952.083333333334,5.7
1477,KGL_S1929,Kaggle,7.7,89.8,Female,Adequate,append,,,17,5.7,79.0,7235.416666666667,4.1
582,KGL_S1034,Kaggle,7.7,51.2,Female,Adequate,append,,,22,1.1,100.0,5937.5,2.8000000000000003
1223,KGL_S1675,Kaggle,7.7,82.2,Female,Adequate,append,,,21,4.0,100.0,6968.75,3.5
1088,KGL_S1540,Kaggle,7.7,74.7,Female,Adequate,append,,,23,4.0,83.2,6288.333333333333,6.0
792,KGL_S1244,Kaggle,7.7,98.0,Male,Adequate,append,,,23,5.0,87.2,7013.333333333334,6.8
1398,KGL_S1850,Kaggle,7.7,49.2,Female,Adequate,append,,,23,1.1,83.9,5389.166666666667,4.2
1308,KGL_S1760,Kaggle,7.7,30.2,Male,Adequate,append,,,20,0.5,81.0,4816.666666666667,5.4
861,KGL_S1313,Kaggle,7.7,84.2,Female,Adequate,append,,,23,3.5,89.2,6313.333333333334,1.4
663,KGL_S1115,Kaggle,7.7,82.7,Female,Adequate,append,,,20,3.7,88.5,7264.583333333334,4.5
917,KGL_S1369,Kaggle,7.7,70.9,Female,Adequate,append,,,23,1.8,95.8,6342.916666666667,1.7000000000000002
472,CMU_48154,CMU,7.705555555,90.478571425,Female,Adequate,append,0.039539776,3.571571429,,,,,
306,CMU_394,CMU,7.707142856666667,86.25,Female,Adequate,append,0.071266575,3.71,,,,,
395,CMU_502,CMU,7.718333333333334,71.75,Male,Adequate,append,0.130016928,3.3,,,,,
88,CMU_200,CMU,7.731884058333334,94.25,Female,Adequate,append,0.436563935,3.71,,,,,
473,CMU_49086,CMU,7.745555555,97.225,Female,Adequate,append,0.092447483,3.777833333,,,,,
486,CMU_62617,CMU,7.75,93.054166675,Female,Adequate,append,0.050311138,3.777833333,,,,,
119,CMU_119,CMU,7.757471265,49.25,Female,Adequate,append,0.075134283,2.7,,,,,
498,CMU_67918,CMU,7.761666666666667,97.220833325,Male,Adequate,append,0.050404611,3.889,,,,,
114,CMU_329,CMU,7.76547619,78.0,Male,Adequate,append,0.235472108,2.84,,,,,
381,CMU_372,CMU,7.777272726666666,82.0,Male,Adequate,append,0.214004157,3.428333333,,,,,
392,CMU_456,CMU,7.782738095,100.0,Male,Adequate,append,0.03909084,3.925454545,,,,,
249,CMU_26,CMU,7.786458333333333,42.5,Female,Adequate,append,0.141044444,2.916666,,,,,
504,CMU_72806,CMU,7.794666666666667,98.6125,Female,Adequate,append,0.044613233,3.778,,,,,
802,KGL_S1254,Kaggle,7.8,78.8,Male,Adequate,append,,,17,2.5,78.6,6725.416666666666,4.9
1478,KGL_S1930,Kaggle,7.8,89.5,Male,Adequate,append,,,23,4.0,78.4,6949.583333333334,0.8999999999999999
1116,KGL_S1568,Kaggle,7.8,89.8,Male,Adequate,append,,,23,4.1,80.2,6890.416666666667,2.1
973,KGL_S1425,Kaggle,7.8,71.1,Male,Adequate,append,,,21,4.5,86.1,5871.25,2.1
748,KGL_S1200,Kaggle,7.8,81.9,Female,Adequate,append,,,23,3.5,89.8,7036.666666666668,1.8
1228,KGL_S1680,Kaggle,7.8,70.4,Other,Adequate,append,,,24,3.3,83.3,5853.333333333333,4.0
717,KGL_S1169,Kaggle,7.8,62.4,Male,Adequate,append,,,22,4.4,87.0,5195.833333333334,6.2
984,KGL_S1436,Kaggle,7.8,78.4,Male,Adequate,append,,,24,4.4,74.0,5506.25,2.5
1322,KGL_S1774,Kaggle,7.8,100.0,Female,Adequate,append,,,18,7.5,85.9,6387.083333333334,5.5
1136,KGL_S1588,Kaggle,7.8,61.5,Other,Adequate,append,,,20,3.8,76.4,5035.0,6.4
1260,KGL_S1712,Kaggle,7.8,98.7,Male,Adequate,append,,,17,3.0,99.5,8050.0,0.6
1333,KGL_S1785,Kaggle,7.8,68.4,Female,Adequate,append,,,17,2.9,100.0,7197.916666666667,3.9
1526,KGL_S1978,Kaggle,7.8,43.5,Female,Adequate,append,,,24,1.6,82.7,5536.25,5.9
625,KGL_S1077,Kaggle,7.8,57.2,Female,Adequate,append,,,20,2.7,82.6,5190.0,1.7999999999999998
679,KGL_S1131,Kaggle,7.8,100.0,Female,Adequate,append,,,21,7.2,100.0,8364.583333333332,3.7
1169,KGL_S1621,Kaggle,7.8,70.7,Female,Adequate,append,,,18,3.4,95.5,5772.916666666666,3.0999999999999996
638,KGL_S1090,Kaggle,7.8,77.8,Male,Adequate,append,,,24,4.0,74.7,4950.833333333333,4.8
1328,KGL_S1780,Kaggle,7.8,89.4,Female,Adequate,append,,,17,4.0,89.5,7456.25,5.9
926,KGL_S1378,Kaggle,7.8,63.6,Male,Adequate,append,,,18,1.7,78.4,6032.916666666667,2.7
987,KGL_S1439,Kaggle,7.8,63.8,Female,Adequate,append,,,19,2.4,92.4,5705.833333333334,3.4
539,CMU_96613,CMU,7.810714285,91.670833325,Male,Adequate,append,0.01571102,3.666666667,,,,,
144,CMU_44,CMU,7.825,68.214275,Female,Adequate,append,0.397048414,3.126470529,,,,,
156,CMU_169,CMU,7.855357143333333,87.941175,Female,Adequate,append,0.02851547,3.543749469,,,,,
1109,KGL_S1561,Kaggle,7.9,66.6,Other,Adequate,append,,,19,3.1,78.5,7025.0,5.6
915,KGL_S1367,Kaggle,7.9,99.3,Male,Adequate,append,,,18,5.8,90.5,7210.416666666667,7.3
1392,KGL_S1844,Kaggle,7.9,47.2,Female,Adequate,append,,,21,0.7,72.7,5848.75,3.5
1163,KGL_S1615,Kaggle,7.9,43.7,Female,Adequate,append,,,19,1.5,89.1,4821.25,4.5
799,KGL_S1251,Kaggle,7.9,65.2,Female,Adequate,append,,,17,4.3,87.1,5479.583333333333,5.699999999999999
1337,KGL_S1789,Kaggle,7.9,78.0,Male,Adequate,append,,,23,3.4,72.9,5937.083333333334,0.9
778,KGL_S1230,Kaggle,7.9,100.0,Male,Adequate,append,,,22,4.2,80.0,7583.333333333333,0.4
608,KGL_S1060,Kaggle,7.9,61.2,Female,Adequate,append,,,19,1.7,92.1,5875.416666666666,2.7
738,KGL_S1190,Kaggle,7.9,55.4,Male,Adequate,append,,,23,1.7,82.3,5640.833333333333,5.0
559,KGL_S1011,Kaggle,7.9,74.4,Male,Adequate,append,,,23,3.9,71.7,4844.583333333333,4.9
1525,KGL_S1977,Kaggle,7.9,99.0,Female,Adequate,append,,,24,5.8,89.1,5821.25,3.5
620,KGL_S1072,Kaggle,7.9,77.1,Male,Adequate,append,,,17,3.4,77.7,6077.916666666667,0.7
1187,KGL_S1639,Kaggle,7.9,62.9,Female,Adequate,append,,,24,3.5,65.4,4989.166666666667,3.5999999999999996
1312,KGL_S1764,Kaggle,7.9,96.6,Male,Adequate,append,,,21,6.6,84.7,6065.416666666667,4.1
832,KGL_S1284,Kaggle,7.9,91.9,Male,Adequate,append,,,18,4.1,100.0,7385.416666666666,4.5
1309,KGL_S1761,Kaggle,7.9,71.8,Female,Adequate,append,,,18,4.6,77.5,5083.333333333333,5.4
508,CMU_77036,CMU,7.913333333333333,80.0,Female,Adequate,append,0.023043004,3.3335,,,,,
378,CMU_205,CMU,7.921604938333333,94.16664999999999,Male,Adequate,append,0.072973373,3.7999995,,,,,
73,CMU_214,CMU,7.957142856666667,100.0,Female,Adequate,append,0.24006592,4.0,,,,,
546,CMU_61,CMU,7.964912279999999,91.25,Female,Adequate,append,0.045368656,3.868181773,,,,,
40,CMU_133,CMU,7.9653846150000005,95.75,Female,Adequate,append,0.646693778,3.48,,,,,
291,CMU_340,CMU,7.969444445,87.75,Female,Adequate,append,0.075077778,2.865,,,,,
579,KGL_S1031,Kaggle,8.0,51.3,Other,Adequate,append,,,17,1.5,96.2,5373.75,5.7
959,KGL_S1411,Kaggle,8.0,58.2,Male,Adequate,append,,,24,1.6,63.0,6491.666666666667,4.0
985,KGL_S1437,Kaggle,8.0,100.0,Female,Adequate,append,,,24,6.6,84.3,7388.749999999999,5.699999999999999
923,KGL_S1375,Kaggle,8.0,50.3,Male,Adequate,append,,,20,1.1,97.3,4817.916666666667,5.7
932,KGL_S1384,Kaggle,8.0,59.8,Female,Adequate,append,,,21,2.6,87.2,6565.416666666667,8.7
1112,KGL_S1564,Kaggle,8.0,61.5,Male,Adequate,append,,,20,2.1,92.0,5612.5,6.0
801,KGL_S1253,Kaggle,8.0,93.8,Male,Adequate,append,,,21,6.7,100.0,6656.25,2.3
653,KGL_S1105,Kaggle,8.0,32.8,Male,Adequate,append,,,18,1.4,68.1,4681.666666666666,7.8
1181,KGL_S1633,Kaggle,8.0,83.7,Male,Adequate,append,,,17,4.5,75.0,5510.416666666667,2.9
1411,KGL_S1863,Kaggle,8.0,42.3,Female,Adequate,append,,,18,1.5,78.5,6087.5,6.6
694,KGL_S1146,Kaggle,8.0,75.5,Female,Adequate,append,,,19,3.5,85.8,7040.833333333333,5.6
548,KGL_S1000,Kaggle,8.0,56.2,Female,Adequate,append,,,23,0.0,85.0,6385.416666666667,2.3
550,KGL_S1002,Kaggle,8.0,34.3,Male,Adequate,append,,,21,1.4,94.8,4953.333333333333,4.4
1145,KGL_S1597,Kaggle,8.0,95.5,Male,Adequate,append,,,23,4.9,87.1,6865.000000000001,5.6
997,KGL_S1449,Kaggle,8.0,74.0,Female,Adequate,append,,,22,3.1,85.2,6723.75,5.3
1118,KGL_S1570,Kaggle,8.0,61.8,Male,Adequate,append,,,22,3.2,74.5,5831.25,6.7
207,CMU_424,CMU,8.010119048333333,70.0,,Optimal,append,0.096448331,3.140833333,,,,,
232,CMU_489,CMU,8.019642856666668,100.0,Female,Optimal,append,0.042136488,4.0,,,,,
484,CMU_59207,CMU,8.022619048333333,88.891666675,Male,Optimal,append,0.166343926,3.389,,,,,
275,CMU_122,CMU,8.043333333333333,75.833325,Female,Optimal,append,0.474972565,3.326086652,,,,,
454,CMU_36574,CMU,8.055555555,96.67,Male,Optimal,append,0.079584121,3.714285714,,,,,
290,CMU_339,CMU,8.085802468333334,94.75,Female,Optimal,append,0.051998685,3.702,,,,,
268,CMU_93,CMU,8.086111111666666,98.75,Female,Optimal,append,5.344766667,3.856521391,,,,,
503,CMU_72348,CMU,8.090555555,91.666666675,Female,Optimal,append,0.010197516,3.888833333,,,,,
267,CMU_92,CMU,8.095238095000001,80.769225,Female,Optimal,append,0.155477442,3.077418968,,,,,
935,KGL_S1387,Kaggle,8.1,82.9,Male,Optimal,append,,,23,4.0,87.1,7219.166666666666,5.2
691,KGL_S1143,Kaggle,8.1,62.0,Male,Optimal,append,,,24,2.4,99.8,5630.416666666666,3.5
1207,KGL_S1659,Kaggle,8.1,73.6,Male,Optimal,append,,,18,2.0,67.6,7033.749999999999,0.7
831,KGL_S1283,Kaggle,8.1,47.1,Male,Optimal,append,,,23,1.6,73.0,4200.0,6.8
576,KGL_S1028,Kaggle,8.1,82.8,Male,Optimal,append,,,24,4.3,78.4,5605.833333333334,4.8
1017,KGL_S1469,Kaggle,8.1,96.1,Male,Optimal,append,,,20,4.8,85.1,7315.000000000001,3.0
1101,KGL_S1553,Kaggle,8.1,88.0,Female,Optimal,append,,,20,4.8,81.2,5696.666666666667,0.8
1034,KGL_S1486,Kaggle,8.1,69.4,Female,Optimal,append,,,19,3.2,94.3,5836.666666666667,4.2
1040,KGL_S1492,Kaggle,8.1,67.8,Male,Optimal,append,,,17,3.8,77.3,6161.666666666667,5.4
1173,KGL_S1625,Kaggle,8.1,46.6,Female,Optimal,append,,,18,1.3,84.7,5044.583333333333,3.3
1523,KGL_S1975,Kaggle,8.1,66.7,Female,Optimal,append,,,18,2.6,84.1,5435.833333333333,4.4
854,KGL_S1306,Kaggle,8.1,100.0,Female,Optimal,append,,,20,6.0,92.5,8010.416666666667,2.9000000000000004
942,KGL_S1394,Kaggle,8.1,92.0,Female,Optimal,append,,,19,3.2,79.6,7500.416666666666,1.5
301,CMU_366,CMU,8.11060606,82.5,Female,Optimal,append,0.083427816,3.0975,,,,,
264,CMU_75,CMU,8.124404761666666,91.73075,Female,Optimal,append,0.079898643,3.82,,,,,
872,KGL_S1324,Kaggle,8.2,84.2,Female,Optimal,append,,,22,3.8,97.5,5968.75,2.5
868,KGL_S1320,Kaggle,8.2,94.2,Female,Optimal,append,,,24,4.6,80.9,7387.083333333334,3.3
1198,KGL_S1650,Kaggle,8.2,61.5,Female,Optimal,append,,,23,2.8,78.6,5975.416666666666,3.0999999999999996
900,KGL_S1352,Kaggle,8.2,47.0,Male,Optimal,append,,,17,2.4,78.9,5253.749999999999,6.9
1171,KGL_S1623,Kaggle,8.2,93.0,Female,Optimal,append,,,18,4.6,92.8,6601.25,1.7
940,KGL_S1392,Kaggle,8.2,45.2,Female,Optimal,append,,,24,2.2,89.8,5234.583333333333,6.9
1121,KGL_S1573,Kaggle,8.2,67.2,Male,Optimal,append,,,18,3.0,83.6,5610.833333333333,3.4
1323,KGL_S1775,Kaggle,8.2,36.2,Male,Optimal,append,,,21,1.2,74.6,4937.916666666666,6.5
662,KGL_S1114,Kaggle,8.2,83.3,Female,Optimal,append,,,23,5.3,92.3,5953.333333333333,2.0
1407,KGL_S1859,Kaggle,8.2,36.8,Female,Optimal,append,,,23,1.6,83.9,4670.416666666667,4.9
976,KGL_S1428,Kaggle,8.2,52.4,Female,Optimal,append,,,17,2.3,83.1,5317.083333333333,4.7
1324,KGL_S1776,Kaggle,8.2,65.6,Male,Optimal,append,,,17,3.9,93.6,6131.666666666666,5.0
1239,KGL_S1691,Kaggle,8.2,100.0,Female,Optimal,append,,,22,6.2,94.5,7550.0,5.8
244,CMU_15,CMU,8.226190476666666,97.5,Female,Optimal,append,0.064903978,3.746153846,,,,,
246,CMU_22,CMU,8.23974359,77.5,Female,Optimal,append,0.128678222,3.15185137,,,,,
370,CMU_95,CMU,8.28076923,97.5,Male,Optimal,append,0.076273333,3.9041665,,,,,
383,CMU_385,CMU,8.298148148333333,89.75,Male,Optimal,append,0.154886999,3.33,,,,,
1320,KGL_S1772,Kaggle,8.3,73.0,Female,Optimal,append,,,17,2.8,77.3,6328.333333333333,4.199999999999999
1144,KGL_S1596,Kaggle,8.3,66.1,Male,Optimal,append,,,21,3.3,98.2,5413.333333333333,4.6
903,KGL_S1355,Kaggle,8.3,81.1,Male,Optimal,append,,,23,3.3,89.6,7385.833333333333,5.199999999999999
739,KGL_S1191,Kaggle,8.3,45.1,Male,Optimal,append,,,19,0.8,84.9,5810.0,4.6
1408,KGL_S1860,Kaggle,8.3,65.6,Female,Optimal,append,,,20,3.6,100.0,6906.25,8.1
1029,KGL_S1481,Kaggle,8.3,84.6,Female,Optimal,append,,,22,5.6,65.2,6650.833333333334,3.8000000000000003
667,KGL_S1119,Kaggle,8.3,66.3,Female,Optimal,append,,,21,3.0,73.8,6147.083333333333,5.5
1269,KGL_S1721,Kaggle,8.3,100.0,Male,Optimal,append,,,19,5.9,84.6,7635.833333333332,2.0
1204,KGL_S1656,Kaggle,8.3,36.1,Male,Optimal,append,,,23,0.3,77.5,5281.25,4.5
1039,KGL_S1491,Kaggle,8.3,53.0,Female,Optimal,append,,,21,4.0,84.8,5255.416666666667,6.699999999999999
1178,KGL_S1630,Kaggle,8.3,50.3,Female,Optimal,append,,,17,0.7,95.9,6959.999999999999,5.6
659,KGL_S1111,Kaggle,8.3,76.9,Female,Optimal,append,,,23,4.4,84.8,6005.416666666667,2.7
1175,KGL_S1627,Kaggle,8.3,78.3,Male,Optimal,append,,,22,2.4,92.5,7385.416666666667,1.7000000000000002
736,KGL_S1188,Kaggle,8.3,46.5,Female,Optimal,append,,,23,1.4,91.9,5485.0,5.8
153,CMU_108,CMU,8.315384615000001,76.923075,Female,Optimal,append,0.047048889,3.249999679,,,,,
790,KGL_S1242,Kaggle,8.4,91.5,Female,Optimal,append,,,20,5.3,83.8,6553.333333333333,3.8
593,KGL_S1045,Kaggle,8.4,75.1,Male,Optimal,append,,,20,3.6,93.9,6409.999999999999,4.2
1409,KGL_S1861,Kaggle,8.4,93.5,Male,Optimal,append,,,17,3.9,82.4,7403.749999999999,2.1
1196,KGL_S1648,Kaggle,8.4,54.6,Female,Optimal,append,,,24,1.1,96.7,7011.25,6.1
692,KGL_S1144,Kaggle,8.4,74.0,Male,Optimal,append,,,24,4.3,75.1,6700.416666666666,7.9
1122,KGL_S1574,Kaggle,8.4,89.6,Other,Optimal,append,,,23,4.7,86.4,5347.499999999999,7.6000000000000005
817,KGL_S1269,Kaggle,8.4,85.6,Female,Optimal,append,,,19,3.1,93.3,6947.083333333333,5.1
596,KGL_S1048,Kaggle,8.4,52.6,Female,Optimal,append,,,22,1.4,90.6,6046.25,4.9
776,KGL_S1228,Kaggle,8.4,72.6,Male,Optimal,append,,,17,3.5,92.9,6895.416666666667,6.300000000000001
193,CMU_496,CMU,8.451666666666666,77.5,Male,Optimal,append,0.021804401,3.7075,,,,,
387,CMU_403,CMU,8.481410256666667,86.5,Male,Optimal,append,0.055881778,3.546363636,,,,,
198,CMU_560,CMU,8.488095238333333,86.75,Male,Optimal,append,0.051465478,3.155769231,,,,,
1380,KGL_S1832,Kaggle,8.5,98.4,Male,Optimal,append,,,19,5.3,87.1,7760.833333333332,2.6
1375,KGL_S1827,Kaggle,8.5,87.5,Female,Optimal,append,,,18,4.3,71.0,7025.0,3.8
1415,KGL_S1867,Kaggle,8.5,94.5,Female,Optimal,append,,,22,5.4,100.0,6156.25,4.5
686,KGL_S1138,Kaggle,8.5,64.1,Male,Optimal,append,,,23,3.9,87.0,5591.666666666667,3.8
1128,KGL_S1580,Kaggle,8.5,73.0,Female,Optimal,append,,,22,3.3,90.0,6020.833333333334,4.0
1467,KGL_S1919,Kaggle,8.5,74.7,Female,Optimal,append,,,24,2.8,67.0,6122.916666666666,3.7
1342,KGL_S1794,Kaggle,8.5,80.3,Female,Optimal,append,,,17,2.6,83.6,6610.833333333333,2.5999999999999996
588,KGL_S1040,Kaggle,8.5,69.7,Female,Optimal,append,,,19,3.7,98.8,5542.916666666666,6.7
256,CMU_58,CMU,8.520987655,88.75,Female,Optimal,append,0.060625,3.583333,,,,,
169,CMU_517,CMU,8.53,70.0,Female,Optimal,append,0.023310185,3.24,,,,,
1530,KGL_S1982,Kaggle,8.6,88.0,Female,Optimal,append,,,20,3.8,91.5,7600.0,4.6
